source_x_m,source_y_m,source_posterior_weight,conditional_detection_probability,bearing_error_deg,second_bearing_deg,polygon_diameter_m,integration_weight
320.000000,260.000000,0.001813825734,1.000000000000,-1.000000,1.834111016,167.641438805,0.000604608578
320.000000,260.000000,0.001813825734,1.000000000000,0.000000,2.834111016,178.348142763,0.000604608578
320.000000,260.000000,0.001813825734,1.000000000000,1.000000,3.834111016,190.202782279,0.000604608578
340.000000,260.000000,0.001321171897,1.000000000000,-1.000000,1.779166864,167.083420767,0.000440390632
340.000000,260.000000,0.001321171897,1.000000000000,0.000000,2.779166864,177.731516215,0.000440390632
340.000000,260.000000,0.001321171897,1.000000000000,1.000000,3.779166864,189.518845112,0.000440390632
360.000000,260.000000,0.000826343112,1.000000000000,-1.000000,1.726310994,166.549439662,0.000275447704
360.000000,260.000000,0.000826343112,1.000000000000,0.000000,2.726310994,177.141565425,0.000275447704
360.000000,260.000000,0.000826343112,1.000000000000,1.000000,3.726310994,188.864631709,0.000275447704
380.000000,260.000000,0.000329414283,1.000000000000,-1.000000,1.675426656,166.037977845,0.000109804761
380.000000,260.000000,0.000329414283,1.000000000000,0.000000,2.675426656,176.576599183,0.000109804761
380.000000,260.000000,0.000329414283,1.000000000000,1.000000,3.675426656,188.238249306,0.000109804761
340.000000,280.000000,0.001015674640,1.000000000000,-1.000000,2.887909561,178.955263295,0.000338558213
340.000000,280.000000,0.001015674640,1.000000000000,0.000000,3.887909561,190.876317622,0.000338558213
340.000000,280.000000,0.001015674640,1.000000000000,1.000000,4.887909561,204.129702757,0.000338558213
360.000000,280.000000,0.000524368700,1.000000000000,-1.000000,2.814074834,178.122881695,0.000174789567
360.000000,280.000000,0.000524368700,1.000000000000,0.000000,3.814074834,189.952914993,0.000174789567
360.000000,280.000000,0.000524368700,1.000000000000,1.000000,4.814074834,203.101192798,0.000174789567
380.000000,280.000000,0.000030897116,1.000000000000,-1.000000,2.742988296,177.327367536,0.000010299039
380.000000,280.000000,0.000030897116,1.000000000000,0.000000,3.742988296,189.070658647,0.000010299039
380.000000,280.000000,0.000030897116,1.000000000000,1.000000,4.742988296,202.118809427,0.000010299039
